序号,全部事件 (类型+操作+标签),事件总数,唯一访客事件数,事件价值,平均价值
,A_english_entrance+scroll+_2018/10/29 0:56:22_5%_8,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 0:36:18_17%_5,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:19:33_3%_6,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:6:42_71%_35,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:20:57_39%_67,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 0:5:15_22%_41,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:45:44_7%_20,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:37:55_41%_25,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:15:25_44%_29,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:16:34_44%_19,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:4:27_2%_5,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:18:3_66%_16,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:26:22_96%_174,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:22:53_2%_5,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 1:6:39_7%_2,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:28:49_32%_44,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:14:34_11%_77,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:1:7_27%_35,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 3:30:48_46%_55,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:11:53_3%_3,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:6:55_31%_30,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:4:36_10%_10,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:2:11_4%_19,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:10:46_22%_3,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:3:33_11%_70,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:0:45_34%_21,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 0:39:5_61%_19,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 23:59:58_69%_207,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:2:36_10%_4,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:0:13_2%_4,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:3:41_9%_4,1,1,0,0
,A_english_entrance+pay_success+_2018/10/30 0:28:57_0%__8,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:8:27_4%_20,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:17:15_2%_6,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:15:18_87%_80,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:50:47_7%_13,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:10:37_57%_76,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 17:14:35_6%_12,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:10:51_10%_31,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:17:2_15%_3,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:0:34_96%_268,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:32:21_19%_11,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:3:59_58%_49,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 0:21:25_41%_18,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:43:9_3%_14,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:27:29_63%_72,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:2:16_55%_30,1,1,0,0
,ENGLISH+UID：2619735130113459881+http:/english/study/collect_words-e-20219-timeout of 10000ms exceeded,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:42:49_44%_55,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:1:26_14%_17,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:2:54_33%_13,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:12:30_6%_6,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 1:45:30_11%_19,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:7:19_22%_10,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:9:19_3%_16,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:24:52_9%_2,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:56:22_53%_32,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:31:44_100%_53,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:2:11_18%_3,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:29:58_1%_21,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 1:54:17_80%_274,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:24:50_39%_10,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:16:24_25%_34,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 2:58:3_8%_11,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:22:48_1%_8,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:8:27_20%_31,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:10:30_89%_23,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:22:37_24%_2,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:18:49_36%_4,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:10:19_44%_81,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:23:56_80%_44,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:33:32_9%_6,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:5:29_4%_15,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:3:23_7%_8,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:22:38_80%_100,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:50:44_29%_31,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:10:0_21%_29,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:15:54_28%_6,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:12:18_28%_19,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 1:14:12_11%_32,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:10:35_NaN%_42,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 23:59:50_9%_14,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:3:43_1%_17,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:26:54_33%_22,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:2:11_41%_38,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:46:1_1%_4,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:19:22_80%_99,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 23:59:31_94%_82,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:23:59_62%_47,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:3:26_77%_30,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:22:22_13%_23,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:40:39_13%_12,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:20:53_7%_13,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:17:45_5%_11,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:22:30_77%_112,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:4:38_11%_6,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:4:46_100%_424,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:24:13_52%_98,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:13:27_50%_109,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:23:35_24%_37,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:52:36_100%_30,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:3:2_74%_18,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:25:44_1%_3,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:12:26_69%_38,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:40:39_44%_42,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:1:48_6%_8,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:36:32_5%_11,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:22:30_76%_109,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:18:3_11%_7,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:3:28_17%_36,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:49:39_30%_19,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:5:38_3%_2,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:12:52_13%_14,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:7:11_19%_20,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:11:22_75%_82,1,1,0,0
,A_english_entrance+pay_success+_2018/10/29 17:8:43_0%__29,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:34:8_83%_41,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:1:17_51%_15,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:2:8_10%_15,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:5:8_100%_206,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:22:30_65%_93,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:31:44_5%_9,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 0:19:21_6%_5,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:19:4_32%_12,1,1,0,0
,A_english_entrance+scroll+_2018/10/21 23:59:48_28%_36,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:19:24_33%_21,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:1:26_75%_54,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:15:25_86%_91,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:40:28_1%_5,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:6:16_89%_50,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:33:54_33%_26,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:40:39_87%_65,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:11:47_42%_25,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 0:5:1_7%_5,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:29:47_8%_4,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:30:53_11%_2,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:1:2_85%_58,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:37:7_100%_29,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:59:52_80%_31,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:26:16_NaN%_102,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:36:14_54%_87,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:43:24_2%_9,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:49:4_30%_44,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:26:25_2%_8,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:12:8_80%_35,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 23:59:50_28%_40,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:18:32_2%_10,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:43:59_12%_14,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 1:10:13_15%_26,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:1:6_66%_40,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:22:37_NaN%_66,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 23:56:53_57%_202,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 0:30:30_46%_37,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:20:57_70%_156,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:9:48_80%_31,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 1:28:50_33%_47,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:0:27_2%_3,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:5:51_33%_51,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:9:39_17%_53,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:26:7_9%_60,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:20:50_1%_5,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:25:59_2%_20,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:8:3_95%_79,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:24:13_22%_19,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 1:28:50_86%_215,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:18:3_48%_13,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:27:2_73%_72,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 0:15:5_68%_14,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:22:23_77%_54,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:34:7_68%_73,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:41:14_69%_174,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:26:9_100%_18,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:8:23_NaN%_25,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:1:5_4%_7,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:1:16_15%_15,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:22:38_38%_77,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:13:9_4%_16,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:22:22_11%_16,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:10:42_61%_39,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:51:15_41%_50,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:18:39_3%_12,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 0:57:3_73%_47,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 3:12:8_2%_3,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:6:12_14%_12,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:40:39_78%_63,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:20:41_33%_73,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:49:4_79%_83,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 0:41:44_20%_10,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:10:9_42%_28,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:3:23_66%_168,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:3:28_21%_42,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:45:49_10%_4,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:42:12_78%_40,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:11:39_61%_42,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:1:38_5%_15,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 0:46:47_5%_2,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:1:33_100%_135,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:24:52_27%_30,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 16:18:52_52%_48,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:42:12_40%_32,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:7:47_49%_21,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:28:49_20%_22,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 1:54:17_49%_221,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:13:24_5%_6,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:3:34_94%_18,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:30:33_78%_24,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:10:17_45%_19,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:6:56_79%_53,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:13:28_76%_114,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:25:9_33%_14,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:49:47_43%_14,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:16:9_52%_62,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:22:54_1%_4,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:8:7_78%_77,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:10:35_14%_23,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:3:26_58%_23,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:11:35_21%_4,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:37:44_46%_38,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:26:52_54%_52,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:28:0_15%_25,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:25:42_8%_25,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:7:3_60%_118,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:7:40_6%_18,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:38:14_9%_10,1,1,0,0
,ENGLISH+UID：2619735130095378196+http:/english/user/watering-e-1019-Request failed with status code 400,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:22:24_51%_26,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:37:55_80%_114,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:0:38_9%_16,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:29:39_7%_25,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:9:58_73%_65,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:44:54_17%_3,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:25:59_39%_52,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:15:25_46%_30,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:17:56_32%_50,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:11:11_32%_11,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:29:47_65%_123,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:22:9_89%_240,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 1:34:37_22%_185,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:16:39_7%_11,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:40:2_6%_27,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:45:37_70%_145,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 16:18:52_35%_39,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:38:1_5%_25,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:6:5_76%_84,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:4:39_99%_105,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:7:39_7%_4,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:10:42_21%_20,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:25:42_2%_21,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:2:43_45%_32,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:3:24_44%_46,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:6:11_47%_28,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:1:9_32%_12,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:4:41_70%_58,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 0:13:15_10%_5,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:23:59_74%_52,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:17:35_20%_18,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:6:40_13%_15,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:11:37_74%_167,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:26:31_6%_19,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:1:54_14%_43,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:8:37_4%_21,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 1:48:51_6%_7,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:5:56_3%_3,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:26:27_56%_31,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:22:2_46%_33,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:13:0_78%_12,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:38:15_100%_4,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:31:12_28%_34,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:11:54_73%_10,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:5:8_25%_49,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 1:13:37_62%_36,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:1:2_88%_61,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:4:16_19%_6,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 1:6:42_35%_36,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:26:16_NaN%_96,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:33:16_57%_79,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:6:48_27%_15,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:7:1_1%_14,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:8:42_79%_57,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:28:6_4%_13,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:33:15_37%_18,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:3:18_45%_30,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:10:35_88%_90,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:7:20_100%_10,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 0:29:46_49%_40,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:15:50_7%_9,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:28:29_9%_49,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:15:28_38%_6,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:8:15_18%_16,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:25:9_39%_16,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:22:49_70%_126,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:6:36_32%_38,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:42:19_56%_36,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:24:43_22%_4,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:0:3_89%_46,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 23:59:47_43%_18,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 1:6:39_16%_41,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:33:13_57%_50,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:6:13_23%_50,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 1:26:41_7%_7,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 0:8:12_29%_18,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 0:13:2_6%_26,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:14:42_25%_18,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:7:33_61%_104,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:39:1_57%_44,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:54:7_47%_87,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:42:59_79%_43,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:4:27_58%_25,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:4:5_35%_29,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 1:42:49_91%_24,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:58:52_44%_45,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:18:57_51%_16,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:4:2_3%_2,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:45:37_46%_114,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:12:32_22%_25,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:24:42_36%_73,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:11:38_66%_38,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:4:28_13%_6,1,1,0,0
,ENGLISH+UID：2619735130112056240+http:/english/study/reading_exam_list-e-12766-Network Error,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:5:21_4%_4,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:14:23_55%_80,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:3:55_57%_113,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:49:27_1%_5,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:36:32_57%_74,1,1,0,0
,ENGLISH+UID：2619735130114803001+http:/english/user/watering-e-678-Request failed with status code 400,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 1:46:15_14%_6,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:25:32_45%_23,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:3:31_35%_5,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:4:41_31%_27,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:6:11_51%_31,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:41:26_178%_72,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:4:11_1%_4,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:2:11_79%_119,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:24:4_4%_13,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:9:28_14%_11,1,1,0,0
,ENGLISH+UID：2618972521795278557+http:/english/user/get_tree_detail-e-20237-timeout of 10000ms exceeded,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:15:33_24%_16,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 23:59:58_6%_19,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:9:52_17%_29,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:24:26_96%_45,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:22:49_73%_126,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 3:4:27_100%_76,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:37:55_35%_28,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:13:41_3%_18,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:25:53_64%_20,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:1:16_29%_19,1,1,0,0
