# ----------------------------------------
# 全部网站数据
# 热门事件
# 20190717-20190720
# ----------------------------------------

事件标签,事件总数,唯一身份事件数,事件价值,平均价值
2620048470962052811_2019/7/18 20:25:27_28%_37,1,1,0,0.00
2620048470962052811_2019/7/18 20:25:27_29%_38,1,1,0,0.00
2620048470962052811_2019/7/18 20:25:27_3%_8,1,1,0,0.00
2620048470962052811_2019/7/18 20:25:27_30%_42,1,1,0,0.00
2620048470962052811_2019/7/18 20:25:27_33%_50,1,1,0,0.00
2620048470962052811_2019/7/18 20:25:27_34%_54,1,1,0,0.00
2620048470962052811_2019/7/18 20:25:27_37%_61,1,1,0,0.00
2620048470962052811_2019/7/18 20:25:27_4%_8,1,1,0,0.00
2620048470962052811_2019/7/18 20:25:27_41%_67,1,1,0,0.00
2620048470962052811_2019/7/18 20:25:27_43%_70,1,1,0,0.00
2620048470962052811_2019/7/18 20:25:27_45%_78,1,1,0,0.00
2620048470962052811_2019/7/18 20:25:27_6%_9,1,1,0,0.00
2620048470962052811_2019/7/18 20:25:27_8%_11,1,1,0,0.00
2620048470962052811_2019/7/18 20:25:27_99%_92,1,1,0,0.00
2620048470962062289_2019/7/20 21:12:43_100%_39,1,1,0,0.00
2620048470962062289_2019/7/20 21:12:43_12%_9,1,1,0,0.00
2620048470962062289_2019/7/20 21:12:43_14%_10,1,1,0,0.00
2620048470962062289_2019/7/20 21:12:43_18%_11,1,1,0,0.00
2620048470962062289_2019/7/20 21:12:43_27%_13,1,1,0,0.00
2620048470962062289_2019/7/20 21:12:43_28%_16,1,1,0,0.00
2620048470962062289_2019/7/20 21:12:43_29%_19,1,1,0,0.00
2620048470962062289_2019/7/20 21:12:43_31%_22,1,1,0,0.00
2620048470962062289_2019/7/20 21:12:43_34%_23,1,1,0,0.00
2620048470962062289_2019/7/20 21:12:43_40%_24,1,1,0,0.00
2620048470962062289_2019/7/20 21:12:43_5%_6,1,1,0,0.00
2620048470962062289_2019/7/20 21:12:43_53%_25,1,1,0,0.00
2620048470962062289_2019/7/20 21:12:43_55%_27,1,1,0,0.00
2620048470962062289_2019/7/20 21:12:43_56%_28,1,1,0,0.00
2620048470962062289_2019/7/20 21:12:43_57%_29,1,1,0,0.00
2620048470962062289_2019/7/20 21:12:43_70%_32,1,1,0,0.00
2620048470962062289_2019/7/20 21:12:43_72%_33,1,1,0,0.00
2620048470962062289_2019/7/20 21:12:43_77%_35,1,1,0,0.00
2620048470962340014_2019/7/20 12:0:19_-888%_143,1,1,0,0.00
2620048470962340014_2019/7/20 12:0:19_100%_76,1,1,0,0.00
2620048470962340014_2019/7/20 12:0:19_16%_17,1,1,0,0.00
2620048470962340014_2019/7/20 12:0:19_19%_19,1,1,0,0.00
2620048470962340014_2019/7/20 12:0:19_21%_20,1,1,0,0.00
2620048470962340014_2019/7/20 12:0:19_23%_25,1,1,0,0.00
2620048470962340014_2019/7/20 12:0:19_25%_25,1,1,0,0.00
2620048470962340014_2019/7/20 12:0:19_26%_27,1,1,0,0.00
2620048470962340014_2019/7/20 12:0:19_28%_31,1,1,0,0.00
2620048470962340014_2019/7/20 12:0:19_30%_32,1,1,0,0.00
2620048470962340014_2019/7/20 12:0:19_31%_35,1,1,0,0.00
2620048470962340014_2019/7/20 12:0:19_33%_36,1,1,0,0.00
2620048470962340014_2019/7/20 12:0:19_35%_37,1,1,0,0.00
2620048470962340014_2019/7/20 12:0:19_40%_40,1,1,0,0.00
2620048470962340014_2019/7/20 12:0:19_42%_41,1,1,0,0.00
2620048470962340014_2019/7/20 12:0:19_44%_42,1,1,0,0.00
2620048470962340014_2019/7/20 12:0:19_45%_44,1,1,0,0.00
2620048470962340014_2019/7/20 12:0:19_46%_45,1,1,0,0.00
2620048470962340014_2019/7/20 12:0:19_47%_46,1,1,0,0.00
2620048470962340014_2019/7/20 12:0:19_52%_47,1,1,0,0.00
2620048470962340014_2019/7/20 12:0:19_53%_49,1,1,0,0.00
2620048470962340014_2019/7/20 12:0:19_56%_50,1,1,0,0.00
2620048470962340014_2019/7/20 12:0:19_57%_52,1,1,0,0.00
2620048470962340014_2019/7/20 12:0:19_6%_8,1,1,0,0.00
2620048470962340014_2019/7/20 12:0:19_62%_53,1,1,0,0.00
2620048470962340014_2019/7/20 12:0:19_66%_55,1,1,0,0.00
2620048470962340014_2019/7/20 12:0:19_7%_12,1,1,0,0.00
2620048470962340014_2019/7/20 12:0:19_72%_57,1,1,0,0.00
2620048470962340014_2019/7/20 12:0:19_75%_58,1,1,0,0.00
2620048470962340014_2019/7/20 12:0:19_76%_61,1,1,0,0.00
2620048470962340014_2019/7/20 12:0:19_79%_62,1,1,0,0.00
2620048470962340014_2019/7/20 12:0:19_81%_63,1,1,0,0.00
2620048470962340014_2019/7/20 12:0:19_83%_63,1,1,0,0.00
2620048470962340014_2019/7/20 12:0:19_85%_65,1,1,0,0.00
2620048470962340014_2019/7/20 12:0:19_86%_66,1,1,0,0.00
2620048470962340014_2019/7/20 12:0:19_88%_67,1,1,0,0.00
2620048470962340014_2019/7/20 12:0:19_9%_13,1,1,0,0.00
2620048470962340014_2019/7/20 12:0:19_91%_68,1,1,0,0.00
2620048470962340014_2019/7/20 12:0:19_93%_70,1,1,0,0.00
2620048470962340014_2019/7/20 12:0:19_94%_74,1,1,0,0.00
2620048470962340014_2019/7/20 12:0:19_98%_75,1,1,0,0.00
2620048470962669285_2019/7/19 19:30:47_15%_19,1,1,0,0.00
2620048470962669285_2019/7/19 19:30:47_17%_21,1,1,0,0.00
2620048470962669285_2019/7/19 19:30:47_20%_23,1,1,0,0.00
2620048470962669285_2019/7/19 19:30:47_22%_26,1,1,0,0.00
2620048470962669285_2019/7/19 19:30:47_29%_28,1,1,0,0.00
2620048470962669285_2019/7/19 19:30:47_30%_30,1,1,0,0.00
2620048470962669285_2019/7/19 19:30:47_32%_31,1,1,0,0.00
2620048470962669285_2019/7/19 19:30:47_34%_33,1,1,0,0.00
2620048470962669285_2019/7/19 19:30:47_37%_35,1,1,0,0.00
2620048470962669285_2019/7/19 19:30:47_5%_11,1,1,0,0.00
2620048470962669285_2019/7/19 19:30:47_54%_37,1,1,0,0.00
2620048470962669285_2019/7/19 19:30:47_6%_13,1,1,0,0.00
2620048470962669285_2019/7/19 19:30:47_70%_38,1,1,0,0.00
2620048470962669285_2019/7/19 19:30:47_9%_18,1,1,0,0.00
2620048470962744903_2019/7/20 23:39:12_12%_11,1,1,0,0.00
2620048470962744903_2019/7/20 23:39:12_20%_13,1,1,0,0.00
2620048470962744903_2019/7/20 23:39:12_5%_10,1,1,0,0.00
2620048470964855702_2019/7/20 22:45:27_-956%_1003,1,1,0,0.00
2620048470964855702_2019/7/20 22:45:27_10%_8,1,1,0,0.00
2620048470964855702_2019/7/20 22:45:27_101%_988,1,1,0,0.00
2620048470964855702_2019/7/20 22:45:27_13%_10,1,1,0,0.00
2620048470964855702_2019/7/20 22:45:27_19%_10,1,1,0,0.00
2620048470964855702_2019/7/20 22:45:27_20%_11,1,1,0,0.00
2620048470964855702_2019/7/20 22:45:27_22%_12,1,1,0,0.00
2620048470964855702_2019/7/20 22:45:27_25%_14,1,1,0,0.00
2620048470964855702_2019/7/20 22:45:27_29%_15,1,1,0,0.00
2620048470964855702_2019/7/20 22:45:27_31%_17,1,1,0,0.00
2620048470964855702_2019/7/20 22:45:27_37%_17,1,1,0,0.00
2620048470964855702_2019/7/20 22:45:27_4%_5,1,1,0,0.00
2620048470964855702_2019/7/20 22:45:27_43%_19,1,1,0,0.00
2620048470964855702_2019/7/20 22:45:27_46%_956,1,1,0,0.00
2620048470964855702_2019/7/20 22:45:27_5%_7,1,1,0,0.00
2620048470964855702_2019/7/20 22:45:27_51%_960,1,1,0,0.00
2620048470964855702_2019/7/20 22:45:27_55%_962,1,1,0,0.00
2620048470964855702_2019/7/20 22:45:27_61%_965,1,1,0,0.00
2620048470964855702_2019/7/20 22:45:27_64%_969,1,1,0,0.00
2620048470964855702_2019/7/20 22:45:27_68%_973,1,1,0,0.00
2620048470964855702_2019/7/20 22:45:27_72%_974,1,1,0,0.00
2620048470964855702_2019/7/20 22:45:27_77%_976,1,1,0,0.00
2620048470964855702_2019/7/20 22:45:27_82%_978,1,1,0,0.00
2620048470964855702_2019/7/20 22:45:27_87%_979,1,1,0,0.00
2620048470964855702_2019/7/20 22:45:27_92%_984,1,1,0,0.00
2620048470965407551_2019/7/18 15:36:56_106%_12,1,1,0,0.00
2620048470966327769_2019/7/20 20:31:10_-1%_6,1,1,0,0.00
2620048470967738137_2019/7/19 23:4:24_10%_44,1,1,0,0.00
2620048470967738137_2019/7/19 23:4:24_100%_109,1,1,0,0.00
2620048470967738137_2019/7/19 23:4:24_13%_44,1,1,0,0.00
2620048470967738137_2019/7/19 23:4:24_14%_51,1,1,0,0.00
2620048470967738137_2019/7/19 23:4:24_18%_57,1,1,0,0.00
2620048470967738137_2019/7/19 23:4:24_22%_58,1,1,0,0.00
2620048470967738137_2019/7/19 23:4:24_23%_67,1,1,0,0.00
2620048470967738137_2019/7/19 23:4:24_24%_68,1,1,0,0.00
2620048470967738137_2019/7/19 23:4:24_25%_69,1,1,0,0.00
2620048470967738137_2019/7/19 23:4:24_29%_70,1,1,0,0.00
2620048470967738137_2019/7/19 23:4:24_30%_72,1,1,0,0.00
2620048470967738137_2019/7/19 23:4:24_31%_79,1,1,0,0.00
2620048470967738137_2019/7/19 23:4:24_32%_80,1,1,0,0.00
2620048470967738137_2019/7/19 23:4:24_33%_80,1,1,0,0.00
2620048470967738137_2019/7/19 23:4:24_34%_82,1,1,0,0.00
2620048470967738137_2019/7/19 23:4:24_36%_83,1,1,0,0.00
2620048470967738137_2019/7/19 23:4:24_4%_20,1,1,0,0.00
2620048470967738137_2019/7/19 23:4:24_42%_84,1,1,0,0.00
2620048470967738137_2019/7/19 23:4:24_43%_86,1,1,0,0.00
2620048470967738137_2019/7/19 23:4:24_44%_87,1,1,0,0.00
2620048470967738137_2019/7/19 23:4:24_46%_88,1,1,0,0.00
2620048470967738137_2019/7/19 23:4:24_47%_90,1,1,0,0.00
2620048470967738137_2019/7/19 23:4:24_5%_26,1,1,0,0.00
2620048470967738137_2019/7/19 23:4:24_52%_92,1,1,0,0.00
2620048470967738137_2019/7/19 23:4:24_58%_93,1,1,0,0.00
2620048470967738137_2019/7/19 23:4:24_6%_29,1,1,0,0.00
2620048470967738137_2019/7/19 23:4:24_65%_94,1,1,0,0.00
2620048470967738137_2019/7/19 23:4:24_70%_98,1,1,0,0.00
2620048470967738137_2019/7/19 23:4:24_74%_101,1,1,0,0.00
2620048470967738137_2019/7/19 23:4:24_75%_102,1,1,0,0.00
2620048470967738137_2019/7/19 23:4:24_78%_103,1,1,0,0.00
2620048470967738137_2019/7/19 23:4:24_84%_103,1,1,0,0.00
2620048470967738137_2019/7/19 23:4:24_9%_31,1,1,0,0.00
2620048470967738137_2019/7/19 23:4:24_90%_104,1,1,0,0.00
2620048470967738137_2019/7/19 23:4:24_95%_105,1,1,0,0.00
2620048470967738137_2019/7/19 23:4:24_98%_108,1,1,0,0.00
2620048470968398615_2019/7/19 14:31:54_5%_19,1,1,0,0.00
2620048470968620482_2019/7/20 21:57:36_-226%_29,1,1,0,0.00
2620048470968620482_2019/7/20 21:57:36_11%_19,1,1,0,0.00
2620048470968620482_2019/7/20 21:57:36_22%_20,1,1,0,0.00
2620048470968620482_2019/7/20 21:57:36_32%_20,1,1,0,0.00
2620048470968620482_2019/7/20 21:57:36_38%_21,1,1,0,0.00
2620048470968620482_2019/7/20 21:57:36_54%_23,1,1,0,0.00
2620048470968620482_2019/7/20 21:57:36_80%_25,1,1,0,0.00
2620048470968620482_2019/7/20 21:57:36_87%_25,1,1,0,0.00
2620048470968620482_2019/7/20 21:57:36_93%_26,1,1,0,0.00
2620048470969796475_2019/7/20 21:54:29_2%_8,1,1,0,0.00
2620048470969796475_2019/7/20 21:54:29_20%_22,1,1,0,0.00
2620048470969796475_2019/7/20 21:54:29_3%_13,1,1,0,0.00
2620048470970091113_2019/7/20 20:7:8_4%_6,1,1,0,0.00
2620048470970280740_2019/7/20 13:32:48_10%_10,1,1,0,0.00
2620048470970280740_2019/7/20 13:32:48_100%_58,1,1,0,0.00
2620048470970280740_2019/7/20 13:32:48_20%_17,1,1,0,0.00
2620048470970280740_2019/7/20 13:32:48_24%_18,1,1,0,0.00
2620048470970280740_2019/7/20 13:32:48_29%_20,1,1,0,0.00
2620048470970280740_2019/7/20 13:32:48_4%_9,1,1,0,0.00
2620048470970280740_2019/7/20 13:32:48_53%_24,1,1,0,0.00
2620048470970280740_2019/7/20 13:32:48_60%_25,1,1,0,0.00
2620048470970280740_2019/7/20 13:32:48_65%_29,1,1,0,0.00
2620048470970280740_2019/7/20 13:32:48_80%_30,1,1,0,0.00
2620048470970280740_2019/7/20 13:32:48_82%_31,1,1,0,0.00
2620048470970280740_2019/7/20 13:32:48_85%_32,1,1,0,0.00
2620048470970280740_2019/7/20 13:32:48_93%_53,1,1,0,0.00
2620048470970280740_2019/7/20 13:32:48_99%_55,1,1,0,0.00
2620048470971121302_2019/7/20 20:35:2_-139%_14,1,1,0,0.00
2620048470971121302_2019/7/20 20:35:2_45%_10,1,1,0,0.00
2620048470971121302_2019/7/20 20:35:2_69%_12,1,1,0,0.00
2620048470971121302_2019/7/20 20:35:2_71%_11,1,1,0,0.00
2620048470971121302_2019/7/20 20:35:2_72%_11,1,1,0,0.00
2620048470971121302_2019/7/20 20:35:2_72%_13,1,1,0,0.00
2620048470972425289_2019/7/19 19:19:24_1%_8,1,1,0,0.00
2620048470972425289_2019/7/19 19:19:24_100%_47,1,1,0,0.00
2620048470972425289_2019/7/19 19:19:24_15%_20,1,1,0,0.00
2620048470972425289_2019/7/19 19:19:24_2%_12,1,1,0,0.00
2620048470972425289_2019/7/19 19:19:24_21%_23,1,1,0,0.00
2620048470972425289_2019/7/19 19:19:24_29%_26,1,1,0,0.00
2620048470972425289_2019/7/19 19:19:24_34%_31,1,1,0,0.00
2620048470972425289_2019/7/19 19:19:24_41%_33,1,1,0,0.00
2620048470972425289_2019/7/19 19:19:24_5%_15,1,1,0,0.00
2620048470972425289_2019/7/19 19:19:24_51%_34,1,1,0,0.00
2620048470972425289_2019/7/19 19:19:24_53%_37,1,1,0,0.00
2620048470972425289_2019/7/19 19:19:24_54%_41,1,1,0,0.00
2620048470972425289_2019/7/19 19:19:24_63%_41,1,1,0,0.00
2620048470972425289_2019/7/19 19:19:24_72%_42,1,1,0,0.00
2620048470972425289_2019/7/19 19:19:24_80%_44,1,1,0,0.00
2620048470972425289_2019/7/19 19:19:24_89%_44,1,1,0,0.00
2620048470972425289_2019/7/19 19:19:24_95%_46,1,1,0,0.00
2620048470972425289_2019/7/20 13:34:16_100%_107,1,1,0,0.00
2620048470972425289_2019/7/20 13:34:16_12%_14,1,1,0,0.00
2620048470972425289_2019/7/20 13:34:16_13%_19,1,1,0,0.00
2620048470972425289_2019/7/20 13:34:16_18%_25,1,1,0,0.00
2620048470972425289_2019/7/20 13:34:16_27%_30,1,1,0,0.00
2620048470972425289_2019/7/20 13:34:16_32%_33,1,1,0,0.00
2620048470972425289_2019/7/20 13:34:16_33%_36,1,1,0,0.00
2620048470972425289_2019/7/20 13:34:16_37%_38,1,1,0,0.00
2620048470972425289_2019/7/20 13:34:16_42%_42,1,1,0,0.00
2620048470972425289_2019/7/20 13:34:16_43%_48,1,1,0,0.00
2620048470972425289_2019/7/20 13:34:16_48%_51,1,1,0,0.00
2620048470972425289_2019/7/20 13:34:16_53%_54,1,1,0,0.00
2620048470972425289_2019/7/20 13:34:16_55%_57,1,1,0,0.00
2620048470972425289_2019/7/20 13:34:16_6%_9,1,1,0,0.00
2620048470972425289_2019/7/20 13:34:16_62%_64,1,1,0,0.00
2620048470972425289_2019/7/20 13:34:16_63%_67,1,1,0,0.00
2620048470972425289_2019/7/20 13:34:16_69%_75,1,1,0,0.00
2620048470972425289_2019/7/20 13:34:16_7%_12,1,1,0,0.00
2620048470972425289_2019/7/20 13:34:16_75%_88,1,1,0,0.00
2620048470972425289_2019/7/20 13:34:16_77%_90,1,1,0,0.00
2620048470972425289_2019/7/20 13:34:16_83%_93,1,1,0,0.00
2620048470972425289_2019/7/20 13:34:16_85%_98,1,1,0,0.00
2620048470972425289_2019/7/20 13:34:16_93%_105,1,1,0,0.00
2620048470972425289_2019/7/20 17:10:37_1%_6,1,1,0,0.00
2620048470972425289_2019/7/20 17:10:37_100%_223,1,1,0,0.00
2620048470972425289_2019/7/20 17:10:37_12%_28,1,1,0,0.00
2620048470972425289_2019/7/20 17:10:37_2%_7,1,1,0,0.00
2620048470972425289_2019/7/20 17:10:37_20%_32,1,1,0,0.00
2620048470972425289_2019/7/20 17:10:37_38%_35,1,1,0,0.00
2620048470972425289_2019/7/20 17:10:37_47%_36,1,1,0,0.00
2620048470972425289_2019/7/20 17:10:37_5%_25,1,1,0,0.00
2620048470972425289_2019/7/20 17:10:37_55%_37,1,1,0,0.00
2620048470972425289_2019/7/20 17:10:37_56%_215,1,1,0,0.00
2620048470972425289_2019/7/20 17:10:37_56%_36,1,1,0,0.00
2620048470972425289_2019/7/20 17:10:37_64%_220,1,1,0,0.00
2620048470972425289_2019/7/20 17:10:37_73%_221,1,1,0,0.00
2620048470972425289_2019/7/20 17:10:37_84%_222,1,1,0,0.00
2620048470972425289_2019/7/20 17:10:37_95%_223,1,1,0,0.00
2620048470972518800_2019/7/17 7:33:51_100%_46,1,1,0,0.00
2620048470972518800_2019/7/17 7:33:51_13%_13,1,1,0,0.00
2620048470972518800_2019/7/17 7:33:51_16%_15,1,1,0,0.00
2620048470972518800_2019/7/17 7:33:51_19%_17,1,1,0,0.00
2620048470972518800_2019/7/17 7:33:51_22%_18,1,1,0,0.00
2620048470972518800_2019/7/17 7:33:51_25%_20,1,1,0,0.00
2620048470972518800_2019/7/17 7:33:51_34%_23,1,1,0,0.00
2620048470972518800_2019/7/17 7:33:51_4%_9,1,1,0,0.00
2620048470972518800_2019/7/17 7:33:51_41%_26,1,1,0,0.00
2620048470972518800_2019/7/17 7:33:51_49%_28,1,1,0,0.00
2620048470972518800_2019/7/17 7:33:51_53%_31,1,1,0,0.00
2620048470972518800_2019/7/17 7:33:51_57%_33,1,1,0,0.00
2620048470972518800_2019/7/17 7:33:51_61%_33,1,1,0,0.00
2620048470972518800_2019/7/17 7:33:51_65%_34,1,1,0,0.00
2620048470972518800_2019/7/17 7:33:51_66%_36,1,1,0,0.00
2620048470972518800_2019/7/17 7:33:51_67%_38,1,1,0,0.00
2620048470972518800_2019/7/17 7:33:51_7%_12,1,1,0,0.00
2620048470972518800_2019/7/17 7:33:51_72%_40,1,1,0,0.00
2620048470972518800_2019/7/17 7:33:51_75%_41,1,1,0,0.00
2620048470972518800_2019/7/17 7:33:51_80%_42,1,1,0,0.00
2620048470972518800_2019/7/17 7:33:51_83%_42,1,1,0,0.00
2620048470972518800_2019/7/17 7:33:51_89%_43,1,1,0,0.00
2620048470972518800_2019/7/17 7:33:51_92%_45,1,1,0,0.00
2620048470972518800_2019/7/20 20:13:24_2%_7,1,1,0,0.00
2620048470972518800_2019/7/20 20:13:24_24%_9,1,1,0,0.00
2620048470972518800_2019/7/20 20:13:24_44%_12,1,1,0,0.00
2620048470972518800_2019/7/20 20:13:24_46%_14,1,1,0,0.00
2620048470972518800_2019/7/20 20:13:24_51%_16,1,1,0,0.00
2620048470972721613_2019/7/18 15:45:51_-1036%_231,1,1,0,0.00
2620048470972721613_2019/7/18 15:45:51_100%_134,1,1,0,0.00
2620048470972721613_2019/7/18 15:45:51_11%_21,1,1,0,0.00
2620048470972721613_2019/7/18 15:45:51_19%_24,1,1,0,0.00
2620048470972721613_2019/7/18 15:45:51_35%_35,1,1,0,0.00
2620048470972721613_2019/7/18 15:45:51_36%_40,1,1,0,0.00
2620048470972721613_2019/7/18 15:45:51_38%_43,1,1,0,0.00
2620048470972721613_2019/7/18 15:45:51_39%_44,1,1,0,0.00
2620048470972721613_2019/7/18 15:45:51_4%_18,1,1,0,0.00
2620048470972721613_2019/7/18 15:45:51_40%_46,1,1,0,0.00
2620048470972721613_2019/7/18 15:45:51_42%_48,1,1,0,0.00
2620048470972721613_2019/7/18 15:45:51_43%_53,1,1,0,0.00
2620048470972721613_2019/7/18 15:45:51_45%_56,1,1,0,0.00
2620048470972721613_2019/7/18 15:45:51_46%_58,1,1,0,0.00
2620048470972721613_2019/7/18 15:45:51_47%_60,1,1,0,0.00
2620048470972721613_2019/7/18 15:45:51_48%_61,1,1,0,0.00
2620048470972721613_2019/7/18 15:45:51_49%_63,1,1,0,0.00
2620048470972721613_2019/7/18 15:45:51_50%_64,1,1,0,0.00
2620048470972721613_2019/7/18 15:45:51_51%_65,1,1,0,0.00
2620048470972721613_2019/7/18 15:45:51_52%_65,1,1,0,0.00
2620048470972721613_2019/7/18 15:45:51_53%_66,1,1,0,0.00
2620048470972721613_2019/7/18 15:45:51_59%_66,1,1,0,0.00
2620048470972721613_2019/7/18 15:45:51_60%_66,1,1,0,0.00
2620048470972721613_2019/7/18 15:45:51_61%_68,1,1,0,0.00
2620048470972721613_2019/7/18 15:45:51_62%_70,1,1,0,0.00
2620048470972721613_2019/7/18 15:45:51_63%_72,1,1,0,0.00
2620048470972721613_2019/7/18 15:45:51_64%_82,1,1,0,0.00
2620048470972721613_2019/7/18 15:45:51_65%_83,1,1,0,0.00
2620048470972721613_2019/7/18 15:45:51_66%_86,1,1,0,0.00
2620048470972721613_2019/7/18 15:45:51_67%_87,1,1,0,0.00
2620048470972721613_2019/7/18 15:45:51_69%_88,1,1,0,0.00
2620048470972721613_2019/7/18 15:45:51_70%_90,1,1,0,0.00
2620048470972721613_2019/7/18 15:45:51_71%_93,1,1,0,0.00
2620048470972721613_2019/7/18 15:45:51_72%_106,1,1,0,0.00
2620048470972721613_2019/7/18 15:45:51_73%_108,1,1,0,0.00
2620048470972721613_2019/7/18 15:45:51_74%_108,1,1,0,0.00
2620048470972721613_2019/7/18 15:45:51_75%_109,1,1,0,0.00
2620048470972721613_2019/7/18 15:45:51_76%_109,1,1,0,0.00
2620048470972721613_2019/7/18 15:45:51_77%_111,1,1,0,0.00
2620048470972721613_2019/7/18 15:45:51_78%_111,1,1,0,0.00
2620048470972721613_2019/7/18 15:45:51_80%_112,1,1,0,0.00
2620048470972721613_2019/7/18 15:45:51_81%_113,1,1,0,0.00
2620048470972721613_2019/7/18 15:45:51_82%_114,1,1,0,0.00
2620048470972721613_2019/7/18 15:45:51_83%_115,1,1,0,0.00
2620048470972721613_2019/7/18 15:45:51_84%_116,1,1,0,0.00
2620048470972721613_2019/7/18 15:45:51_85%_116,1,1,0,0.00
2620048470972721613_2019/7/18 15:45:51_86%_117,1,1,0,0.00
2620048470972721613_2019/7/18 15:45:51_87%_123,1,1,0,0.00
2620048470972721613_2019/7/18 15:45:51_89%_127,1,1,0,0.00
2620048470972721613_2019/7/18 15:45:51_91%_128,1,1,0,0.00
2620048470972721613_2019/7/18 15:45:51_92%_129,1,1,0,0.00
2620048470972721613_2019/7/18 15:45:51_96%_133,1,1,0,0.00
2620048470973900017_2019/7/20 8:55:42_11%_11,1,1,0,0.00
2620048470973900017_2019/7/20 8:55:42_14%_15,1,1,0,0.00
2620048470973900017_2019/7/20 8:55:42_17%_17,1,1,0,0.00
2620048470973900017_2019/7/20 8:55:42_21%_18,1,1,0,0.00
2620048470973900017_2019/7/20 8:55:42_25%_20,1,1,0,0.00
2620048470973900017_2019/7/20 8:55:42_26%_28,1,1,0,0.00
2620048470973900017_2019/7/20 8:55:42_29%_31,1,1,0,0.00
2620048470973900017_2019/7/20 8:55:42_33%_34,1,1,0,0.00
2620048470973900017_2019/7/20 8:55:42_36%_36,1,1,0,0.00
2620048470973900017_2019/7/20 8:55:42_4%_7,1,1,0,0.00
2620048470973900017_2019/7/20 8:55:42_41%_42,1,1,0,0.00
2620048470973900017_2019/7/20 8:55:42_46%_47,1,1,0,0.00
2620048470973900017_2019/7/20 8:55:42_5%_7,1,1,0,0.00
2620048470973900017_2019/7/20 8:55:42_51%_49,1,1,0,0.00
2620048470973900017_2019/7/20 8:55:42_58%_50,1,1,0,0.00
2620048470973900017_2019/7/20 8:55:42_60%_51,1,1,0,0.00
2620048470973900017_2019/7/20 8:55:42_64%_64,1,1,0,0.00
2620048470973900017_2019/7/20 8:55:42_69%_65,1,1,0,0.00
2620048470973900017_2019/7/20 8:55:42_72%_67,1,1,0,0.00
2620048470973900017_2019/7/20 8:55:42_73%_69,1,1,0,0.00
2620048470973900017_2019/7/20 8:55:42_77%_70,1,1,0,0.00
2620048470973900017_2019/7/20 8:55:42_80%_72,1,1,0,0.00
2620048470973900017_2019/7/20 8:55:42_87%_73,1,1,0,0.00
2620048470973900017_2019/7/20 8:55:42_91%_74,1,1,0,0.00
2620048470973900017_2019/7/20 8:55:42_94%_82,1,1,0,0.00
2620048470975243893_2019/7/20 20:17:41_1%_9,1,1,0,0.00
2620048470975243893_2019/7/20 20:17:41_13%_11,1,1,0,0.00
2620048470975243893_2019/7/20 20:17:41_14%_12,1,1,0,0.00
2620048470975243893_2019/7/20 20:17:41_7%_10,1,1,0,0.00
2620048470975329384_2019/7/20 10:44:11_100%_220,1,1,0,0.00
2620048470975329384_2019/7/20 10:44:11_12%_19,1,1,0,0.00
2620048470975329384_2019/7/20 10:44:11_13%_21,1,1,0,0.00
2620048470975329384_2019/7/20 10:44:11_14%_45,1,1,0,0.00
2620048470975329384_2019/7/20 10:44:11_17%_48,1,1,0,0.00
2620048470975329384_2019/7/20 10:44:11_20%_49,1,1,0,0.00
2620048470975329384_2019/7/20 10:44:11_22%_57,1,1,0,0.00
2620048470975329384_2019/7/20 10:44:11_24%_58,1,1,0,0.00
2620048470975329384_2019/7/20 10:44:11_26%_66,1,1,0,0.00
2620048470975329384_2019/7/20 10:44:11_27%_68,1,1,0,0.00
2620048470975329384_2019/7/20 10:44:11_29%_69,1,1,0,0.00
2620048470975329384_2019/7/20 10:44:11_3%_8,1,1,0,0.00
2620048470975329384_2019/7/20 10:44:11_31%_73,1,1,0,0.00
2620048470975329384_2019/7/20 10:44:11_33%_75,1,1,0,0.00
2620048470975329384_2019/7/20 10:44:11_34%_94,1,1,0,0.00
2620048470975329384_2019/7/20 10:44:11_35%_96,1,1,0,0.00
2620048470975329384_2019/7/20 10:44:11_37%_102,1,1,0,0.00
2620048470975329384_2019/7/20 10:44:11_38%_105,1,1,0,0.00
2620048470975329384_2019/7/20 10:44:11_39%_110,1,1,0,0.00
2620048470975329384_2019/7/20 10:44:11_40%_111,1,1,0,0.00
2620048470975329384_2019/7/20 10:44:11_41%_116,1,1,0,0.00
2620048470975329384_2019/7/20 10:44:11_42%_118,1,1,0,0.00
2620048470975329384_2019/7/20 10:44:11_44%_120,1,1,0,0.00
2620048470975329384_2019/7/20 10:44:11_45%_124,1,1,0,0.00
2620048470975329384_2019/7/20 10:44:11_46%_127,1,1,0,0.00
2620048470975329384_2019/7/20 10:44:11_47%_131,1,1,0,0.00
2620048470975329384_2019/7/20 10:44:11_50%_133,1,1,0,0.00
2620048470975329384_2019/7/20 10:44:11_53%_134,1,1,0,0.00
2620048470975329384_2019/7/20 10:44:11_56%_134,1,1,0,0.00
2620048470975329384_2019/7/20 10:44:11_58%_142,1,1,0,0.00
2620048470975329384_2019/7/20 10:44:11_6%_12,1,1,0,0.00
2620048470975329384_2019/7/20 10:44:11_61%_150,1,1,0,0.00
2620048470975329384_2019/7/20 10:44:11_63%_155,1,1,0,0.00
2620048470975329384_2019/7/20 10:44:11_64%_156,1,1,0,0.00
2620048470975329384_2019/7/20 10:44:11_67%_158,1,1,0,0.00
